62b650bb-3a11-44f3-b043-3a18ca4f8220,"Archeologische Rapporten Gemeente Zwartewaterland","ar(ch|g)a?eologi[a-z]+[^a-z]+rapport[a-z]*en[^a-z]+gemeente[^a-z]+zwartewaterland"
2bbead74-389b-4d60-b04b-60b83f473194,"Archeologische Rapporten Geonius","ar(ch|g)a?eologi[a-z]+[^a-z]+rapport[a-z]*en[^a-z]+geonius"
120db8d9-ec7e-4782-9524-a6772bee99af,"Archeologische Rapporten Hattem","ar(ch|g)a?eologi[a-z]+[^a-z]+rapport[a-z]*en[^a-z]+hattem"
17f0b7aa-47da-4e1f-9050-c2adb7cac574,"Archeologische Rapporten Kampen","ar(ch|g)a?eologi[a-z]+[^a-z]+rapport[a-z]*en[^a-z]+kampen"
7a2e5162-a79d-47b9-bda0-2a7f8702d9d8,"Archeologische Rapporten Zwolle","ar(ch|g)a?eologi[a-z]+[^a-z]+rapport[a-z]*en[^a-z]+zwolle"
960b7154-1c40-4dfe-8ecd-4743e6a07c55,"Archeologische Verslagen Zwolle","ar(ch|g)a?eologi[a-z]+[^a-z]+verslagen[^a-z]+zwolle"
f4c4a98e-3887-4a76-9ea8-c896182363e7,"ArcheoPro-rapport","ar(ch|g)a?eopro[^a-z]+rapport[a-z]*"
6f4566b9-6895-46f3-85db-05d5636ea7ef,"Archeosupport-rapport","ar(ch|g)a?eosupport[^a-z]+rapport[a-z]*"
e69128ab-ed32-4759-9bf1-f4e7280273f7,"ArcheoSynthese-rapport","ar(ch|g)a?eosynthese[^a-z]+rapport[a-z]*"
88126702-ddb5-4bda-b02a-548dcb9ffa0b,"Archeowest-rapport","ar(ch|g)a?eowest[^a-z]+rapport[a-z]*"
572a2286-d075-4638-8187-70a63c365132,"Archol-rapport","archol[^a-z]+rapport[a-z]*"
cce09325-0f34-473e-bf0e-65bc813a2982,"ArGeoBoor rapport","argeoboor[^a-z]+rapport[a-z]*"
4e73a072-78da-4ab6-94d8-39af689de499,"Argo-rapport","argo[^a-z]+rapport[a-z]*"
253c1e90-25fc-477b-bfce-51cb8d44fe67,"Arnhemse Archeologische Rapporten","arnhemse[^a-z]+ar(ch|g)a?eologi[a-z]+[^a-z]+rapport[a-z]*en"
f0f39e48-c687-4206-84a4-0135b637d03d,"Arnicon/Archeomedia-rapport","arnicon[^a-z]+ar(ch|g)a?eomedia[^a-z]+rapport[a-z]*"
e1c3ae95-ff64-4b38-9e50-7bc97a28e606,"Artefact-rapport","artefact[^a-z]+rapport[a-z]*"
34cd3666-49bd-4289-86dc-822b29d242c1,"BAAC-briefrapport","baac[^a-z]+briefrapport"
d6b2e162-3f49-4027-8f03-28194db2905e,"BAAC-rapport","baac[^a-z]+rapport[a-z]*"
63bb4b7a-5c41-4767-b939-e0a4e2efa8e1,"Becker en Van de Graaf-rapport","becker[^a-z]+en[^a-z]+van[^a-z]+de[^a-z]+graaf[^a-z]+rapport[a-z]*"
5e53a227-3e3d-4cee-a735-91928dce9ac2,"Bergen op Zoom, Rapport","bergen[^a-z]+op[^a-z]+zoom[^a-z]+rapport[a-z]*"
e8adb6b1-ad50-4d46-86ad-b87ff19b4c8b,"BILAN-rapport","bilan[^a-z]+rapport[a-z]*"
3567a5ef-df91-4017-9bd9-061a4e460528,"Bodac Archeologie Rapport","bodac[^a-z]+ar(ch|g)a?eologi[a-z][^a-z]+rapport[a-z]*"
117d4163-0925-434b-87b2-130c109b6a6e,"BOOR-balans (Bureau Oudheidkundig Onderzoek Rotterdam)","boor[^a-z]*balans[^a-z]+bureau[^a-z]+oudheidkundig[^a-z]+onderzoek[^a-z]+rotterdam[^a-z]+"
f3902074-ffb5-41ec-b411-9f23a3c54dee,"BOOR-rapport (Bureau Oudheidkundig Onderzoek Rotterdam)","boor[^a-z]*rapport[a-z]*[^a-z]+bureau[^a-z]+oudheidkundig[^a-z]+onderzoek[^a-z]+rotterdam[^a-z]+"
3541998c-b722-4afa-8909-0d8295575869,"Breda, Rapport Gemeente","breda[^a-z]+rapport[a-z]*[^a-z]+gemeente"
de90677a-7daa-4267-9b1a-a7b3a7a9728e,"Bureau voor Archeologie rapport","bureau[^a-z]+voor[^a-z]+ar(ch|g)a?eologi[a-z][^a-z]+rapport[a-z]*"
8ca6df34-ea99-4ff2-8339-a13a720f344b,"Buro de Brug rapporten","buro[^a-z]+de[^a-z]+brug[^a-z]+rapport[a-z]*en"
91994664-bc5f-4136-b1c5-3b8ff07bf1ed,"CAR Rapport","car[^a-z]*rapport[a-z]*"
09a728bd-70b6-4a54-b85e-efafe9e75961,"Cultuurhistorie Noord-Holland","cultuurhistorie[^a-z]+noord[^a-z]+holland"
688dcf8b-4fa1-435f-87c7-c4da7b3c806e,"D7 archeologie rapport","d7[^a-z]+ar(ch|g)a?eologi[a-z][^a-z]+rapport[a-z]*"
9a23c88d-7233-4fd9-95da-f77924f2d769,"De Steekproef-briefrapport","(de[^a-z]+)?steekproef[^a-z]+briefrapport"
7d428eb3-bf02-42c3-8a06-342c7c86d2b8,"De Steekproef-rapport","(de[^a-z]+)?steekproef[^a-z]*rapport[a-z]*"
9a2e862d-0186-46c3-9234-433255db3c2a,"Delftse Archeologische Notities","delftse[^a-z]+ar(ch|g)a?eologi[a-z]+[^a-z]+notitie[a-z]*s"
e4ee0bba-5f2a-4305-b408-6a0ff180946c,"Delftse Archeologische Rapporten","delftse[^a-z]+ar(ch|g)a?eologi[a-z]+[^a-z]+rapport[a-z]*en"
3fca3cc1-0ff4-4367-9806-58c3c7218a39,"Den Haag, Rapport Afdeling Archeologie Dienst Stadsbeheer","den[^a-z]+haag[^a-z]+rapport[a-z]*[^a-z]+afdeling[^a-z]+ar(ch|g)a?eologi[a-z][^a-z]+dienst[^a-z]+stadsbeheer"
b11355ae-b20d-44bb-adb9-fe814e09ba2e,"Deventer, Rapportage Archeologie","deventer[^a-z]+rapport[a-z]*age[^a-z]+ar(ch|g)a?eologi[a-z]"
ae4888e5-e365-4e6e-8474-c91920bb73fe,"Diachron notitie","diachron[^a-z]+notitie[a-z]*"
54d7fdb2-095b-40db-a449-a27c332078c8,"Diachron publicatie","diachron[^a-z]+publicatie"
8e90f194-7b0f-43d4-992e-d0feb8f29c23,"Doesburgse Archeologische Publicaties","doesburgse[^a-z]+ar(ch|g)a?eologi[a-z]+[^a-z]+publicatie[a-z]*"
297fc0b9-8438-46b0-83e0-3dd82ee08c74,"Dordrecht, Rapport Bureau Monumentenzorg en Archeologie","dordrecht[^a-z]+rapport[a-z]*[^a-z]+bureau[^a-z]+monumentenzorg[^a-z]+en[^a-z]+ar(ch|g)a?eologi[a-z]"
60c6b309-61e8-41fc-b570-442b4404ea98,"EARTH Integrated Archaeology-rapport","earth[^a-z]+integrated[^a-z]+archaeology[^a-z]+rapport[a-z]*"
18e90730-4ab6-495b-aee7-02dac4118aac,"Econsultancy-rapport","econsultancy[^a-z]+rapport[a-z]*"
5ea3e45e-834c-448a-aedd-87cd04d22cf3,"Eindhoven, Archeologisch Centrum Rapport","eindhoven[^a-z]+ar(ch|g)a?eologisch[^a-z]+centrum[^a-z]+rapport[a-z]*"
1d653e74-51d0-449a-bf75-c10c2f01bce2,"Ex-situ rapport","ex[^a-z]+situ[^a-z]+rapport[a-z]*"
52798c8a-e5cd-48f0-a1d4-6c881e1164e5,"Gent, Rapport Universiteit","gent[^a-z]+rapport[a-z]*[^a-z]+universiteit"
9de2dcf5-669e-402a-bb10-2c57ca98706b,"Geo-Logical-reeks","geo[^a-z]+logical[^a-z]+reeks"
260d84c4-34e2-4c79-86fb-ee5b598b5fc2,"Greenhouse Advies","greenhouse[^a-z]+advies"
86db4707-a7e7-4ab9-b546-a8f1fa356a08,"Greenhouse Advies","greenhouse[^a-z]+advies"
594d74d3-1cff-4a2f-adb5-e1830c24be40,"Grondsporen","grondsporen"
0f6cab08-d72a-4cdc-adcb-b12456a2e793,"Groningen, Rapport Universiteit Groningen","groningen[^a-z]+rapport[a-z]*[^a-z]+universiteit[^a-z]+groningen"
b7f8cf1f-dc4f-45aa-8703-0a3961cd6caa,"Grontmij Archeologische Rapporten","grontmij[^a-z]+ar(ch|g)a?eologi[a-z]+[^a-z]+rapport[a-z]*en"
9a162157-c2e6-4f96-8e44-ebb9b0c9a3c9,"Grontmij-rapport","grontmij[^a-z]+rapport[a-z]*"
5bd6a150-3bb9-4dcf-bacb-fa0c96de82c7,"Haarlems Bodemonderzoek","haarlems[^a-z]+bodemonderzoek"
d6fbca58-4903-4ae6-82b6-403d73d597c8,"Haarlems Jaarboek","haarlems[^a-z]+jaarboek"
6c3d643d-ebef-4a22-b09f-aa1a0a1bc3b7,"Hamaland rapport","hamaland[^a-z]+rapport[a-z]*"
05bd6794-9d8a-4715-8c4a-2ba92cd7b013,"Hazenberg Archeologie rapport","hazenberg[^a-z]+ar(ch|g)a?eologi[a-z][^a-z]+rapport[a-z]*"
a036a325-ef08-4668-8703-01cda1ff5aae,"Hertogenbosch, Kroniek Bouwhistorisch en Archeologisch Onderzoek","hertogenbosch[^a-z]+kroniek[^a-z]+bouwhistorisch[^a-z]+en[^a-z]+ar(ch|g)a?eologisch[^a-z]+onderzoek"
10d90ff2-8384-4fd9-90e1-f3720bb21d1d,"Heunks documentenreeks","heunks[^a-z]+documentenreeks"
ea9b5e93-a8bd-4503-a701-7dde18a54244,"Hollandia-reeks","hollandia[^a-z]+reeks"
2444955a-4480-434b-bba3-7a58793ebf01,"Hoorn, Verslagen van de Archeologische Dienst","hoorn[^a-z]+verslagen[^a-z]+van[^a-z]+de[^a-z]+ar(ch|g)a?eologi[a-z]+[^a-z]+dienst"
15b5af60-4d2c-4822-a02a-f0e0ded07e09,"IDDS Archeologie-rapport","idds[^a-z]+ar(ch|g)a?eologi[a-z][^a-z]+rapport[a-z]*"
bd555456-9a41-4502-b989-6961f85ec711,"IVO B rapport","ivo[^a-z]+b[^a-z]+rapport[a-z]*"
83f4bd08-c361-43f9-bf18-08ee5a617cde,"Jacobs en Burnier rapport","jacobs[^a-z]+en[^a-z]+burnier[^a-z]+rapport[a-z]*"
264961e6-2e49-4913-bb48-30af7d4a320b,"KSP-rapport","ksp[^a-z]+rapport[a-z]*"
46b50e17-0b69-4f6b-b7e5-ed46be465476,"Laagland Archeologie Rapport","laagland[^a-z]+ar(ch|g)a?eologi[a-z][^a-z]+rapport[a-z]*"
3f18491d-1001-4f85-a186-54052010b77c,"Leiden, Bodemonderzoek in","leiden[^a-z]+bodemonderzoek[^a-z]+in"
dcaee4fa-b2d2-4a89-803b-8ee404d70d33,"Leiden, Rapport Universiteit","leiden[^a-z]+rapport[a-z]*[^a-z]+universiteit"
587596cd-d6ac-4101-b214-ba62deee4854,"Libau-rapport","libau[^a-z]+rapport[a-z]*"
ba46ef62-4e01-4725-ad01-d58ff7432d61,"Maastricht, Rapport Gemeente","maastricht[^a-z]+rapport[a-z]*[^a-z]+gemeente"
9ff12401-4088-46d9-85de-37bf06b20b99,"MUG rapport","mug[^a-z]+(rapport[a-z]*|publicatie[a-z]*)"
d57db0da-8608-479c-92eb-e12a57d577ac,"Nederlandse Archeologische Rapporten","nederlandse[^a-z]+ar(ch|g)a?eologi[a-z]+[^a-z]+rapport[a-z]*en"
dd32b0c8-b996-4826-a0ca-1805daeb94bb,"Nijmegen-briefrapport, Archeologische Berichten","nijmegen[^a-z]+briefrapport[^a-z]+ar(ch|g)a?eologi[a-z]+[^a-z]+berichten"
772c8d00-f269-4311-957f-71da5c09bd24,"Nijmegen-rapport, Archeologische Berichten","nijmegen[^a-z]+rapport[a-z]*[^a-z]+ar(ch|g)a?eologi[a-z]+[^a-z]+berichten"
ea52f3d1-e2b9-44e8-8dc2-79745bfa655c,"Oranjewoud-rapport","(oranjewoud[^a-z]+rapport[a-z]*|ar(ch|g)a?eologi[a-z]+[^a-z]+rapport[a-z]*[^a-z]+oranjewoud)"
ce8f61c5-20ff-4c67-a3e7-ccec546611b1,"Periplus / Archeomare Rapport","periplus[^a-z]+ar(ch|g)a?eomare[^a-z]+rapport[a-z]*"
ed6131a2-256e-4a00-88c7-280a424199f4,"Prorail rapport","prorail[^a-z]+rapport[a-z]*"
b3c30fbe-2795-4de0-806a-87706c866926,"RAAP-Adviesdocument","raap[^a-z]*adviesdocument"
66f71a7e-072a-46a5-8a37-11d9735fd6bc,"RAAP-briefrapport","raap[^a-z]*briefrapport"
a3c84e75-ce18-4762-b063-4c98990438e3,"RAAP-notitie","raap[^a-z]*notitie[a-z]*"
fb15bb66-be11-4414-afa1-1a0e5bfeceb5,"RAAP-rapport","raap[^a-z]*rapport[a-z]*"
178cc6f8-bd39-41a4-8aeb-cb6359486281,"RAAP-regiobrief","raap[^a-z]*regiobrief"
fcff6035-9e90-450f-8b39-cf33447e6e9f,"Rapport","rapport[a-z]*"
0ad79e13-abf7-4e1c-85a2-f6000fa5f388,"Rapport Stichting Archeologische Monumentenwacht Nederland","rapport[^a-z]+stichting[^a-z]+ar(ch|g)a?eologi[a-z]+[^a-z]+monumentenwacht[^a-z]+nederland"
1dca0597-4f72-4619-8de5-cb116d6609ad,"RCE Beknopte Rapportage Archeologische Monumentenzorg","rce[^a-z]+beknopte[^a-z]+rapport[a-z]*age[^a-z]+ar(ch|g)a?eologi[a-z]+[^a-z]+monumentenzorg"
a881708a-4545-4ca3-ac5e-bc096e98e9f7,"RCE Rapportage Archeologische Monumentenzorg","rce[^a-z]+rapport[a-z]*age[^a-z]+ar(ch|g)a?eologi[a-z]+[^a-z]+monumentenzorg"
4fead13b-62c1-4b2a-ad58-b2f6e8582da1,"Rijswijkse Archeologische Rapporten","rijswijkse[^a-z]+ar(ch|g)a?eologi[a-z]+[^a-z]+rapport[a-z]*en"
6dc71ece-9aca-4fd0-a5cf-04ce384bfa18,"Rubicon Erfgoed Rapport","rubicon[^a-z]+erfgoed[^a-z]+rapport[a-z]*"
7e6723b9-0bf2-4d84-8e98-c612b00c7b14,"SAA rapport","saa[^a-z]+rapport[a-z]*"
d7cfe250-c580-4bc7-a486-462cc9457fbe,"Salisbury Archeologische Rapporten","salisbury[^a-z]+ar(ch|g)a?eologi[a-z]+[^a-z]+rapport[a-z]*en"
446ec98e-4679-45f8-b33e-7d46e3bb84e9,"SCEZ-rapport","scez[^a-z]+rapport[a-z]*"
cfb0eb61-da07-4d8d-abdd-a6b6e6a82620,"SOB Research-rapport","sob[^a-z]+(research[^a-z]+)?rapport[a-z]*"
e18ef6ac-a8b8-4ec5-a0ed-4c6c60ca5b13,"Stadse Fratsen","stadse[^a-z]+fratsen"
a0566e8f-2cb4-4b52-aec1-fd0a27cf5942,"Sweco archeologische rapporten","sweco[^a-z]+ar(ch|g)a?eologi[a-z]+[^a-z]+rapport[a-z]*en"
610a827e-25cd-49df-b220-8499f84ac4e8,"Synthegra rapport","synthegra[^a-z]+rapport[a-z]*"
47ab24dd-4e22-4c6a-a0ad-2b78a9cb0d36,"The Missing Link Notitie","the[^a-z]+missing[^a-z]+link[^a-z]+notitie[a-z]*[a-z]*"
e74bb48a-7b15-4642-bf95-4b6fd0b2da46,"The Missing Link Rapport","the[^a-z]+missing[^a-z]+link[^a-z]+rapport[a-z]*"
2250c081-758f-4709-914e-2806b16a3347,"Themata rapport","themata[^a-z]+rapport[a-z]*"
90f3092a-818e-4db2-8467-35b64262c5b3,"Transect Rapport","transect[^a-z]+rapport[a-z]*"
da073b7f-7b2c-4c2a-bf03-3ac97c0d3d8b,"Ubbergen-briefrapport, Archeologische Berichten","ubbergen[^a-z]+briefrapport[^a-z]+ar(ch|g)a?eologi[a-z]+[^a-z]+berichten"
649fe860-540c-4cc5-b1ec-e29f85c3aab1,"Ubbergen-rapport, Archeologische Berichten","ubbergen[^a-z]+rapport[a-z]*[^a-z]+ar(ch|g)a?eologi[a-z]+[^a-z]+berichten"
b2e7669a-b38b-4705-955c-1f1486f879b7,"Utrecht, Archeologische en Bouwhistorische Kroniek van de Gemeente","utrecht[^a-z]+ar(ch|g)a?eologi[a-z]+[^a-z]+en[^a-z]+bouwhistorische[^a-z]+kroniek[^a-z]+van[^a-z]+de[^a-z]+gemeente"
0c5c9302-4a21-4efe-b980-db817cc6a62f,"Vergeten Landschap rapport","vergeten[^a-z]+landschap[^a-z]+rapport[a-z]*"
df5d4250-bf21-470d-9068-e98a7f9059d0,"Vestigia-rapport","vestigia[^a-z]+rapport[a-z]*"
c030faa5-7e49-424d-994d-fe3017bd5263,"Walcherse Archeologische Briefrapporten","walcherse[^a-z]+ar(ch|g)a?eologi[a-z]+[^a-z]+briefrapporten"
98b17848-1d12-41ca-8d19-9c17490fc9ee,"Walcherse Archeologische Dienst, Rapport","walcherse[^a-z]+ar(ch|g)a?eologi[a-z]+[^a-z]+dienst[^a-z]+rapport[a-z]*"
2cb5f3be-a5dc-4507-aa54-7a8917be3479,"West-Friese Archeologische Notities","west[^a-z]+friese[^a-z]+ar(ch|g)a?eologi[a-z]+[^a-z]+notitie[a-z]*s"
b2673773-66f3-4ca7-84ea-b3a64391cfc9,"Wijchen-briefrapport, Archeologische Berichten","wijchen[^a-z]+briefrapport[^a-z]+ar(ch|g)a?eologi[a-z]+[^a-z]+berichten"
ec4db537-d5c7-4ddb-8e8c-1893046fae3b,"Wijchen-rapport, Archeologische Berichten","wijchen[^a-z]+rapport[a-z]*[^a-z]+ar(ch|g)a?eologi[a-z]+[^a-z]+berichten"
46d636b2-5b4e-4635-b599-a903b229b431,"Zuidnederlandse Archeologische Notities","zuidnederlandse[^a-z]+ar(ch|g)a?eologi[a-z]+[^a-z]+notitie[a-z]*s"
908ef857-2b62-4807-a17d-cd81d4d0aa69,"Zuidnederlandse Archeologische Rapporten","zuidnederlandse[^a-z]+ar(ch|g)a?eologi[a-z]+[^a-z]+rapport[a-z]*en"
bf4fe76c-eb52-4f81-a247-e5c8295f7c43,"Zutphense Archeologische Publicaties","zutphense[^a-z]+ar(ch|g)a?eologi[a-z]+[^a-z]+publicatie[a-z]*"
986d1234-e10a-415d-9d3d-3b953802ed47,"Zwolle, Informatiebladen Monumentenzorg en Archeologie in","zwolle[^a-z]+informatiebladen[^a-z]+monumentenzorg[^a-z]+en[^a-z]++notitie[a-z]*+in"
